Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bin Location (product.metafields.custom.bin_location),Box Location (product.metafields.custom.box_location),Language (product.metafields.custom.language),London Code  (product.metafields.custom.londoncode),Notes  (product.metafields.custom.notes),Old Location (product.metafields.custom.product_locate),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyScan Product Bin Location (product.metafields.my_fields.bin_location),Board game mechanics (product.metafields.shopify.board-game-mechanics),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Difficulty level (product.metafields.shopify.difficulty-level),Frame style (product.metafields.shopify.frame-style),Gameplay skills (product.metafields.shopify.gameplay-skills),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Orientation (product.metafields.shopify.orientation),Publication frequency (product.metafields.shopify.publication-frequency),Recommended age group (product.metafields.shopify.recommended-age-group),Target audience (product.metafields.shopify.target-audience),Theme (product.metafields.shopify.theme),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
selected-sayings-of-the-holy-prophet-muhammad-in-malayalam-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/malaylam_sayings_of_holy_prophet_1.jpg?v=1676194359,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selection-of-the-writings-of-the-promised-messiah-malayalam-translation,Selection of the writings of The Promised Messiah (Malayalam translation),<p>Selection of the writings of The Promised Messiah (Malayalam translation)</p>,amibookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Selected Writings",true,Title,Default Title,,,,,,,,'1752,136.077711,shopify,25,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/malyalam_writings_of_promised_messiah.jpg?v=1676194352,1,"",false,,,,,,,,,,,,,,09-02-C,9-2-C,Malayalam,,,221-C,,,,paperback,,,,,,religion-spirituality,mal-malayalam,,,,,,adults; suitable-for-all-ages,,,,,,,,lb,,0.40,true,,,true,,,active
selection-of-the-writings-of-the-promised-messiah-malayalam-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/malyalam_writings_of_promised_messiah_1.jpg?v=1676194352,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selection-of-the-writings-of-the-promised-messiah-malayalam-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/malyalam_writings_of_promised_messiah_2.jpg?v=1676194352,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payam-e-ahmadi-urdu-poetry-by-ghulam-nabi-nazir,Piyam-e-Ahmadi پیام احمدی,"<p>Urdu poetry by Ghulam Nabi Nazir Sahib</p>
<p>پیام احمدی </p>
<p>شاعر غلام نبی ناظر صاحب </p>",amibookstore,Media > Books > Print Books,Books,"Poetry, Urdu",true,Title,Default Title,,,,,,,,'1751,453.59237,shopify,20,deny,manual,6.00,,true,false,,,,,'1751,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/payam_e_ahmadi.jpg?v=1676194345,1,"",false,,,,,,,,,,,,,,02-04-D,2-4-D,Urdu,,,102-I,,,,hardcover,,,,,,religion-spirituality,urd-urdu,,,,,,adults,,,,,,,,lb,,2.00,true,,,true,,,active
payam-e-ahmadi-urdu-poetry-by-ghulam-nabi-nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/payam_e_ahmadi_2.jpg?v=1676194345,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payam-e-ahmadi-urdu-poetry-by-ghulam-nabi-nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/payam_e_ahmadi_1.jpg?v=1676194345,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public-speaking-is-a-sport,Public Speaking is a sport,<p>By Iqbal Rana (DTM)</p>,Iqbal Rana Sahib,Media > Books > Print Books,Books,"English, other authors",true,Title,Default Title,,,,,,,,'1750,226.796185,shopify,5,deny,manual,13.00,,true,false,,,,,'9781793030269,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/public_speaking_is_a_sport.jpg?v=1676194338,1,"",false,,,,,,,,,,,,,,,,English,,9/20/2019 contract signed for 12 books @ 10.00 each,100-C,,,,paperback,,,,,,education,eng-english,,,,,,adults,,,,,,,,lb,,,true,,,true,,,active
public-speaking-is-a-sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/public_speaking_is_a_sport_1.jpg?v=1676194338,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public-speaking-is-a-sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/public_speaking_is_a_sport_2.jpg?v=1676194338,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahadatain-bengali-translation,তাযকেরাতুশ শাহাদাতাইন (দু’জন শহীদ স্মরণে) (Tadhkiratush Shahadatain Bengali ),"<p>Tadhkiratush Shahadatain Bengali translation of the Promised Messiah's book</p>
<h2 class=""text-white text-center mb-0""><br></h2>",amibookstore,Media > Books > Print Books,Books,"Bengali, Books by the Promised Messiah, Other Languages",true,Title,Default Title,,,,,,,,'1749,136.077711,shopify,48,deny,manual,5.00,,true,false,,,,,'9789849910169,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/bangali_tadhkiratush_shahadatain.jpg?v=1676194331,1,"",false,,,,,,,,,,,,,,03-06-B,,Bengali,,,221-B,,,,paperback,,,,,,religion-spirituality,ben-bengali,,,,,,suitable-for-all-ages; adults,,,,,,,,lb,,0.73,true,,,true,,,active
tadhkiratush-shahadatain-bengali-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/bangali_tadhkiratush_shahadatain_1.jpg?v=1676194331,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,Haqiqatul Wahi (Philosophy of Divine Revelation),"<p>The Philosophy of Divine Revelation Haqiqatul-Wahi was published in 1907 by the Promised Messiah, Hadrat Mirza Ghulam Ahmadas, to discuss the philosophy of divine revelation, the three categories of people who claim to receive revelation, and the distinction of the truthful from the false. He then establishes his truthfulness by documenting over 200 Signs, including the fulfilment of prophecies made by the Holy Prophet Muhammad(peace and blessing of Allah be upon him), other men of God, earlier scriptures, and his own revelations spanning over 25 years.</p>

<p>The Promised Messiah(peace be upon him) also cites numerous examples of his enemies who publicly predicted his downfall and demise, only to become the very victims of their own prophecies. God, however, protected him against every assault, while continuously reassuring him of His promise to prosper his Community-a promise which today bears the seal and testimony of history.</p>

<p>The Promised Messiah"" appeals to Muslims, Āryas, and Christians to read this book cover to cover to appreciate and accept this evidence as proof that God is One and the Holy Prophet Muhammad is the Messenger of God, and that he is the Promised Messiah raised as a subordinate Prophet to unite humanity under the banner of the perfect Shariah-Islam.</p>",Tabligh,Media > Books > Print Books,Books,"Books by the Promised Messiah, English, English books by the Promised Messiah, sale",true,Title,Default Title,,,,,,,,'1748,1360.77711,shopify,531,deny,manual,10.00,15.00,true,false,,,,,'1748,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english.jpg?v=1676194325,1,"",false,,,,,,,,,,,,,,R-11-B,6-4-A,English,,,107-G; 3002-D-R; 3002-D-P; 107 - F,,,,hardcover,,,,,,religion-spirituality,eng-english,,,,,,adults,,,,,,,,lb,,9.57,true,,,true,,,active
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-5.jpg?v=1676194325,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-4.jpg?v=1676194325,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-6.jpg?v=1676194325,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-2.jpg?v=1676194325,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-3.jpg?v=1676194325,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-philosophy-of-the-divine-revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/haqiqatul-wahi-english-1.jpg?v=1676194325,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jihad-or-terrorism-in-english,Jihad or Terrorism (100 pamphlets),<p>Pamphlet in English</p>,tabligh,Media > Books > Print Books,Books,"English, Tabligh",true,Title,Default Title,,,,,,,,'1747,453.59237,shopify,20,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/jihadorterrorism.jpg?v=1676194315,1,"",false,,,,,,,,,,,,,,04-04-C,4-3-C,English,,,107-M;3002-D-F,,,,paperback,,,,,,religion-spirituality,eng-english,,,,,,suitable-for-all-ages,,,,,,,,lb,,,true,,,true,,,active
jihad-or-terrorism-in-english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/jihadorterrorism_1.jpg?v=1676194315,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tazkiratul-shahdatain-wa-seeratul-abdal,تذکرت الشہادتین و  سیرت الابدال,"<p>Urdu translation of the Arabic books written by the Promised Messiah</p>
<p>Tazkiratul Shahdatain wa seeratul Abdal</p>",amibookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Urdu",true,Title,Default Title,,,,,,,,'1746,453.59237,shopify,5,deny,manual,7.00,,true,false,,,,,'9789383882823,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/tazkartul_shahdatain_with_urdu_translation.jpg?v=1676194309,1,"",false,,,,,,,,,,,,,,03-07-E,3-6-E,Urdu,,,211-C,,,,hardcover,,,,,,religion-spirituality,urd-urdu,,,,,,suitable-for-all-ages; adults,,,,,,,,lb,,2.47,true,,,true,,,active
tazkiratul-shahdatain-wa-seeratul-abdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/tazkartul_shahdatain_with_urdu_translation_1.jpg?v=1676194309,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tazkiratul-shahdatain-wa-seeratul-abdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/tazkartul_shahdatain_with_urdu_translation_2.jpg?v=1676194309,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
picture-of-hazrat-masih-moud-2,Picture of Hazrat Masih Moud (as),"<p>size 5"" X 7""</p>",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,Pictures & Posters,true,Title,Default Title,,,,,,,,'1745,4.5359237,shopify,45,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/promised_messiah_picture_1.jpg?v=1676194303,1,"",false,,,500044,,,,,,,,,,,08-03-E,8-3-E,No linguistic content,,,222-B,,,,,black,,,,,,,,,,,,,spirituality,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-mirza-nasir-ahmad,Picture of Hazrat Mirza Nasir Ahmad (ra),"<p>size 5"" X 7""</p>",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,Pictures & Posters,true,Title,Default Title,,,,,,,,'1744,4.5359237,shopify,23,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/khalifatul_masih_the_3rd.jpg?v=1676194298,1,"",false,,,500044,,,,,,,,,,,11-02-B,11-2-B,No linguistic content,,,222-A,,,,,black,,,unframed,,,,,,,,,,spirituality,,,,,,,lb,,,true,,,true,,,active
picture-of-second-successer-to-the-promised-messiah,Picture of Hazrat Musleh Moud (ra),"<p>size 5"" X 7""</p>",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,"One Cent Books, Pictures & Posters",true,Title,Default Title,,,,,,,,'1743,4.5359237,shopify,27,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hazrat_musleh_moud_ra.jpg?v=1676194293,1,"",false,,,500044,,,,,,,,,,,10-02-E,10-2-E,No linguistic content,,,222-C,,,,,white,,,unframed,,,,,,,,,,spirituality; history,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-mirza-bashiruddin-mahmood-ahmad,Picture of Hazrat Mirza Bashiruddin Mahmood Ahmad(ra),"<p>size 5"" X 7""</p>",amibookstore,Media > Books > Print Books,"",Pictures & Posters,true,Title,Default Title,,,,,,,,'1742,4.5359237,shopify,49,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hazrat_musleh_moud.jpg?v=1676194288,1,"",false,,,,,,,,,,,,,,09-03-C,9-3-C,No linguistic content,,,222-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-mirza-ghulam-ahmad-qadiani,Picture of Hazrat Mirza Ghulam Ahmad Qadiani(as),"<p>size of 5"" X 7""</p>",amibookstore,Media > Books > Print Books,"","One Cent Books, Pictures & Posters",true,Title,Default Title,,,,,,,,'1741,4.5359237,shopify,6,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hazrat_mirza_ghuhlam_ahmad_qadiani.jpg?v=1676194284,1,"",false,,,,,,,,,,,,,,08-04-D,8-4-D,No linguistic content,,,213-C,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-mirza-bashir-ahmad,Picture of Hazrat Mirza Bashir Ahmad (ra),"<p>size 5"" X 7""</p>",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,Pictures & Posters,true,Title,Default Title,,,,,,,,'1740,4.5359237,shopify,99,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hazrat_mirza_bashir_ahmad_picture.jpg?v=1676194278,1,"",false,,,500044,,,,,,,,,,,11-02-B,11-2-B,No linguistic content,,,221-A,,,,,black,,,unframed,,,,,,,,,,spirituality,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-masih-moud-as,Picture of Hazrat Masih Moud (as),"<p>size 5"" by 7""</p>",amibookstore,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,Pictures,Pictures & Posters,true,Title,Default Title,,,,,,,,'1739,4.5359237,shopify,0,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hazrat_masih_moud_as.jpg?v=1676194274,1,"",false,,,216,,,,,,,,,,,09-03-E,9-3-E,No linguistic content,,,222-D,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
picture-of-hazrat-musleh-moud,Picture of Hazrat Musleh Moud(ra),"<p>size 5"" X 7""</p>",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,"One Cent Books, Pictures & Posters",true,Title,Default Title,,,,,,,,'1738,4.5359237,shopify,8,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/hadhrat_khalifatul_masih_the_2nd.jpg?v=1676194269,1,"",false,,,500044,,,,,,,,,,,11-01-E,11-1-D,No linguistic content,,,221-B,,,,,black,,,unframed,,,,,,,,,,spirituality; history,,,,,,,lb,,,true,,,true,,,active
picture-of-the-companions-of-the-promised-messiah-peace-be-upon-him,Picture of the Companions of the Promised Messiah (peace be upon him),"Picture of the Companions of the Promised Messiah (peace be upon him) <br>

Size 5"" by 7""",amibookstore,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",Pictures,Pictures & Posters,true,Title,Default Title,,,,,,,,'1737,4.5359237,shopify,49,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/companions_of_the_promised_messiah.jpg?v=1676194263,1,"",false,,,500044,,,,,,,,,,,09-03-C,9-3-C,No linguistic content,,,222-F,,,,,black,,,unframed,,,,,,,,,,spirituality,,,,,,,lb,,,true,,,true,,,active
khutbaat-e-masroor-vol-12,Khutbaat-e-Masroor vol 12 خطبات مسرور,"<p>Sermons by the Khalifatul Masih the 5th from year 2014</p>
<p>خطبات مسرور جلد 12</p>",amibookstore,Media > Books > Print Books,Books,Books by Khalifatul Masih V,true,Title,Default Title,,,,,,,,'1736,907.18474,shopify,30,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Khutbaat-e-Masroor_vol_12.jpg?v=1774905425,1,Decorative book with gold text and patterns on a light blue background,false,,,,,,,,,,,,,,04-01-A,4-1-A,Urdu,Qadian,,105-M;105-F,,,,hardcover,,,,,,religion-spirituality,eng-english,,,,,,adults,,,,,,,,lb,,5.18,true,,,true,,,active
khutbaat-e-masroor-vol-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Khutbaat-e-Masroor_vol_12_inside_page.jpg?v=1774905450,2,Title page of a book or document with Urdu text on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khutbaat-e-masroor-vol-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Khutbaat-e-Masroor_vol_12_foreword.jpg?v=1774905468,3,Text document in Urdu with a black border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khutbaat-e-masroor-vol-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Khutbaat-e-Masroor_vol_12_first_page.jpg?v=1774905501,4,Text document with urdu script on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
history-of-ahmadiyyat-vol-22,تاریخ احمدیت History of Ahmadiyyat Vol. 22,<p>History of Ahmadiyyat from 1963 to 1964</p>,amibookstore,Media > Books > Print Books,Books,"Islam Ahmadiyya, Urdu",true,Title,Default Title,,,,,,,,'1735,907.18474,shopify,7,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/tareekh-e-ahmadiyyat-vol-22.jpg?v=1676194252,1,"",false,,,,,,,,,,,,,,03-04-C,3-4-C,Urdu,,,204-J,,,,hardcover,,,,,,history,urd-urdu,,,,,,adults,,,,,,,,lb,,6.24,true,,,true,,,active
history-of-ahmadiyyat-vol-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/tareekh-e-ahmadiyyat-vol-22_1.jpg?v=1676194252,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position-of-lahori-jamaat-and-jamaat-ahmadiyya-about-prophethood-and-khilafat,Nabuwwat and Khilafat نبوت اور خلافت کے متعلق اہل پیغام اور جماعت احمدیہ کا موقف,<p>Position of Lahori Jamaat and Jamaat Ahmadiyya about Prophethood and Khilafat</p>,amibookstore,Media > Books > Print Books,Books,"Islam Ahmadiyya, Urdu",true,Title,Default Title,,,,,,,,'1733,90.718474,shopify,13,deny,manual,3.00,,true,false,,,,,'9788179121672,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/nabuwwat_khilafat_kay_mutaliq.jpg?v=1676194239,1,"",false,,,,,,,,,,,,,,02-01-C,2-1-C,Urdu,URDU 182,,100-C,,,,paperback,,,,,,religion-spirituality,urd-urdu,,,,,,adults,,,,,,,,lb,,0.82,true,,,true,,,active
position-of-lahori-jamaat-and-jamaat-ahmadiyya-about-prophethood-and-khilafat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/nabuwwat_khilafat_kay_mutaliq_1.jpg?v=1676194239,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visions-and-dreams-of-hazrat-musleh-moud,رؤیا و کشوف سَیّدنا محمود 1898ء تا 1960ء,"<p style=""text-align: right;"">حضرت مصلح موعودرضی اللہ عنہ شہرہ آفاق پیش گوئی بابت موعود بیٹے کا تذکرہ کرتے ہوئے فرماتے ہیں:</p>
<p style=""text-align: right;"">’’دوسری خبر اس پیش گوئی میں یہ دی گئی تھی کہ وہ باطنی علوم سے پُر کیا جائےگا۔ باطنی علوم سے مراد وہ علوم مخصوصہ ہیں جو خداتعالیٰ سے خاص ہیں۔ جیسے علم غیب ہے۔ جسے وہ اپنے ان بندوں پر ظاہر کرتا ہے جن کو وہ دنیا میں کوئی خاص خدمت سپرد کرتا ہے تاکہ خدا تعالیٰ سے ان کا تعلق ظاہر ہو اور وہ ان کے ذریعہ سے لوگوں کے ایمان تازہ کر سکیں۔ سو اس شق میں بھی اللہ تعالیٰ نے مجھ پر خاص عنائیت فرمائی ہے اور سینکڑوں خوابیں اور الہام مجھے ہوئے جو علم غیب پر مشتمل ہیں۔‘‘</p>
<p style=""text-align: right;"">فضل عمر فاونڈیشن کو حضرت مصلح موعودؓ کے رویاء وکشوف کا یہ مجموعہ مرتب کرکے پیش کرنے کی سعادت مل رہی ہے۔ اس روحانی اور علمی باتوں سے بھری کتاب کا مطالعہ جہاں حضورؓ کے بلند روحانی مقام اور قرب الٰہی کا ثبوت مہیا کرے گا وہاں قارئین کے لئے خدا تعالیٰ کی ہستی پر مضبوط یقین و زندہ ایمان اور ازدیاد علم و عرفان کے حصول کا بھی موجب ہوگا۔</p>
<p>Roya wa kahsuf of Syedna Mahmud (ra)</p>
<p>Dreams and visions of Hazrat Musleh Moud (ra) from 1898 to 1960</p>",amibookstore,Media > Books > Print Books,Books,"Books by Khalifatul Masih II, Urdu",true,Title,Default Title,,,,,,,,'1732,680.388555,shopify,73,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/roya-kashuf-syedna-mahmud.jpg?v=1676194233,1,"",false,,,,,,,,,,,,,,02-05-D,2-5-D,Urdu,,,105-E;102-P,,,,hardcover,,,,,,religion-spirituality,urd-urdu,,,,,,suitable-for-all-ages; adults,,,,,,,,lb,,4.67,true,,,true,,,active
visions-and-dreams-of-hazrat-musleh-moud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/roya-kashuf-syedna-mahmud_1.jpg?v=1676194233,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visions-and-dreams-of-hazrat-musleh-moud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/roya-kashuf-syedna-mahmud_2.jpg?v=1676194233,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tahreek-e-jadeed-vol-6,Tehreek-e-Jadeed VOL 6 تحریکِ جدید,"<p style=""text-align: right;""><span style=""text-decoration: underline;"">جلد ششم۔ 1982 تا 1984</span></p>
<p style=""text-align: right;""><span style=""text-decoration: underline;"">حضرت مرزا طاہر احمد، خلیفۃ المسیح الرابعؒ</span></p>
<p>Sayings of the Hazrat Khalifatul Masih the 4th from 1982 to 1984</p>",amibookstore,Media > Books > Print Books,Books,"Books by Khalifatul Masih II, Islam Ahmadiyya, sale, Urdu",true,Title,Default Title,,,,,,,,'1729,680.388555,shopify,13,deny,manual,1.00,5.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_d38d0afe-9aae-45e0-988d-0525927c1cc9.jpg?v=1763418962,1,"",false,,,,,,,,,,,,,,05-01-A,5-1-A,Urdu,,"Book pushed by Qadian, we didn't order this",103-K;3002-A-C,,,,hardcover,,,,,,religion-spirituality,urd-urdu,,,,,,adults,,,,,,,,lb,,5.87,true,,,true,,,active
